HIP;RA_J2000;DE_J2000
19189;4.112436;5.686827
23683;5.090655;7.950024
24285;5.211974;21.830059
25777;5.504184;20.551593
19850;4.255216;8.429256
22258;4.791983;10.169381
27729;5.871377;7.329386
15908;3.414354;22.278198
24835;5.323935;20.218386
25041;5.362100;8.428556
25866;5.522241;7.128608
28801;6.080431;16.338549
13547;2.907644;23.847184
18283;3.910176;17.343714
20128;4.315803;7.271016
20680;4.429869;21.138171
26639;5.662272;7.315847
20502;4.393661;8.058209
15395;3.307773;6.227622
17726;3.795669;14.360152
18474;3.948090;15.536999
28384;5.996035;6.769648
15532;3.335208;12.718566
23642;5.081595;17.782754
24170;5.189769;14.698323
25825;5.514361;6.778481
13690;2.938670;9.300987
20389;4.366348;15.784935
20533;4.399934;24.300992
15509;3.331174;20.277166
15838;3.400252;19.907062
21987;4.726370;8.274407
28673;6.054222;12.617690
16796;3.603254;8.886457
19348;4.145024;10.099355
14183;3.048212;17.565564
15129;3.251802;16.255277
20646;4.424407;18.884294
25123;5.377699;9.229292
25657;5.480584;16.426636
15515;3.332227;8.699773
19460;4.167338;10.846234
28374;5.994338;21.604223
15593;3.347083;6.433231
19075;4.088840;22.057633
26132;5.572173;4.825080
28289;5.977786;16.597721
15333;3.295927;3.681439
15777;3.388591;16.565733
28710;6.063724;16.731978
14169;3.045125;7.066737
20558;4.404023;12.157987
26252;5.591447;5.824212
14037;3.012798;12.984818
15630;3.354827;9.659873
23702;5.094783;15.099806
26101;5.566920;14.490061
28509;6.018227;16.991451
20356;4.359491;6.974278
14863;3.198985;16.165988
19223;4.119773;12.268178
21501;4.617787;4.629132
17792;3.808547;9.645948
19470;4.169937;18.474506
20393;4.366605;11.573007
22354;4.812396;3.588526
22642;4.871794;5.676886
23866;5.129501;10.895068
27276;5.780499;9.662954
20458;4.383245;9.249024
21084;4.518899;7.332213
22238;4.784627;9.060674
25525;5.458353;5.595221
13671;2.934491;6.174965
14497;3.121343;15.203088
18089;3.866730;6.534907
22128;4.761797;23.627996
22597;4.862051;9.975078
25583;5.467114;17.239130
28148;5.948374;12.372331
14689;3.162682;20.000992
17121;3.666752;16.360190
22583;4.860096;12.794097
26836;5.698545;23.326228
26898;5.710243;3.681858
28806;6.081747;22.312858
17586;3.766946;18.566705
19221;4.119623;13.812331
25181;5.386686;7.056284
26984;5.725654;8.758423
27667;5.857732;3.774192
14672;3.159618;19.380733
17301;3.703521;10.739793
22384;4.818832;5.208528
25550;5.462192;24.332475
17068;3.658242;14.482431
20898;4.479738;14.819518
24622;5.281145;12.409346
28110;5.941121;9.509396
28294;5.979867;20.206717
14694;3.164090;13.767767
18145;3.879757;13.946817
18784;4.024592;19.596514
19709;4.222932;13.578644
20204;4.329806;13.085841
25539;5.460579;21.936965
13893;2.981815;19.576059
26359;5.613681;15.618403
15738;3.379713;6.799541
20963;4.495238;10.521860
13937;2.992648;3.517576
19417;4.158078;23.294411
21120;4.526608;22.845044
22855;4.917588;21.671659
27610;5.846311;20.671801
15525;3.334030;15.657912
17244;3.693107;9.330375
25323;5.416634;11.127216
27022;5.731355;14.693847
27427;5.807838;4.703943
18110;3.871850;18.917605
18430;3.941138;7.571268
19516;4.180891;3.574320
23606;5.076052;23.649523
28398;5.998221;3.991002
20831;4.464315;10.014326
14835;3.192884;4.723263
23388;5.027493;10.209790
26015;5.551487;23.142298
26438;5.626226;19.779505
28027;5.927439;4.746591
19067;4.086436;13.296744
13632;2.925595;6.307004
17259;3.696962;7.317997
24286;5.211977;13.372636
14172;3.045711;11.012724
23945;5.146155;11.752230
14421;3.103080;4.823632
16268;3.495158;16.762335
17520;3.750770;6.636656
16428;3.525322;22.505805
19657;4.212070;5.030873
20278;4.346413;22.231324
26170;5.579363;6.553787
13557;2.910438;12.939234
13752;2.950426;17.239490
16668;3.575083;22.759424
14360;3.088188;10.308453
25013;5.356004;14.943373
28414;6.001211;4.222720
18754;4.017088;16.521171
19829;4.251752;24.310128
20971;4.496701;17.677596
23301;5.011603;12.603899
27963;5.915684;5.353844
28627;6.043863;4.073413
23161;4.983170;14.543240
13867;2.976665;24.133787
15837;3.399891;10.461674
23356;5.022670;19.930507
14679;3.160557;16.904696
18850;4.041449;3.847229
25499;5.452804;17.962216
25228;5.395515;12.775775
14531;3.127416;22.572332
28202;5.959404;13.707943
20226;4.334458;23.598785
20511;4.395341;11.516928
26590;5.652092;14.556759
25185;5.387512;7.685036
28170;5.952294;19.216721
18228;3.896878;15.184481
25018;5.356593;15.814989
26616;5.657530;21.762929
27315;5.786569;12.339543
16143;3.467055;20.464261
21089;4.519594;18.819889
24273;5.209638;10.408286
24512;5.257682;22.284858
24958;5.345347;15.636919
25410;5.434923;16.700161
25725;5.493441;5.227212
27352;5.792846;3.640052
19974;4.283446;11.189837
25745;5.497160;18.416195
14504;3.122067;8.395608
17557;3.760000;13.247394
19048;4.081306;4.790853
24151;5.186502;23.064055
19526;4.183096;14.277573
21663;4.651106;10.398931
23707;5.096514;17.380861
22756;4.894951;6.016881
17031;3.651199;13.682969
18911;4.052940;8.882645
19519;4.181991;15.946665
22875;4.920600;11.754653
23462;5.043547;13.063925
24217;5.200341;6.838134
18076;3.864151;9.104258
25702;5.488651;18.365703
18559;3.972472;24.081125
22245;4.788312;5.788222
27218;5.769010;18.860580
13586;2.917055;11.491442
13824;2.965228;17.813399
14319;3.078047;9.028367
17752;3.800571;7.129640
17804;3.810804;15.505355
21135;4.530680;5.764446
20876;4.473237;11.665909
24802;5.317403;9.157960
26306;5.602368;12.436407
15854;3.403977;17.549586
22183;4.772523;13.838804
23045;4.956550;11.509809
23963;5.150939;20.515558
14792;3.183638;9.989652
16269;3.495921;5.800381
20631;4.421991;23.788020
24543;5.265529;21.821982
27895;5.902647;10.244421
21240;4.556427;19.813708
21650;4.648909;11.997309
14318;3.077957;15.856023
18227;3.896829;16.088850
19104;4.095036;7.713441
20698;4.433708;4.373451
23109;4.972631;18.993365
21890;4.705642;10.451033
22327;4.809251;12.925419
25629;5.474808;16.253263
18734;4.013139;5.082810
24508;5.257162;15.630119
23410;5.031475;19.966009
25230;5.396035;20.579257
28689;6.057243;3.862454
24921;5.340132;10.890382
24977;5.349060;19.814347
28473;6.011437;14.956938
19466;4.168570;7.697907
24524;5.261830;16.066519
16707;3.582915;19.312783
24812;5.318790;14.492869
20546;4.402602;7.446210
23035;4.953645;10.809869
23134;4.978270;18.639882
26835;5.698226;4.988185
27029;5.733196;6.915197
27486;5.820220;21.136037
16219;3.482528;5.141871
17828;3.815197;22.799207
19459;4.167244;24.092639
17677;3.787091;5.439932
20424;4.375036;3.409683
21462;4.609251;6.158127
26287;5.597625;5.028807
18234;3.899355;4.900212
25498;5.452791;24.212170
16362;3.513060;5.367028
18473;3.947980;20.083617
18983;4.067237;3.840649
20718;4.439936;8.287411
23589;5.072664;21.277931
25761;5.500896;23.758747
26250;5.591062;21.294343
15038;3.230606;22.252510
17762;3.802597;10.172664
18947;4.060815;6.792910
21027;4.508688;8.321781
15805;3.393666;15.667888
19822;4.250290;15.737725
22990;4.946530;16.734294
23159;4.982557;14.549575
24452;5.245840;12.525394
14403;3.096492;18.179791
24632;5.284806;9.927279
28558;6.027727;10.911004
16464;3.534457;7.566324
21656;4.649698;22.325149
23629;5.080302;13.308864
27648;5.853211;8.898564
28216;5.961776;22.532354
15918;3.416486;10.010043
18820;4.033120;18.786953
18823;4.034191;17.297379
20644;4.424176;23.738338
24634;5.284892;16.351588
27302;5.784276;7.584574
15298;3.289556;9.105972
21942;4.716474;14.814572
16802;3.604631;17.812070
17657;3.782104;18.283961
26520;5.639902;18.136213
15555;3.339813;19.872715
25959;5.538351;17.743645
27091;5.744843;12.415317
27962;5.915403;5.860775
28308;5.982040;20.676409
26539;5.644115;20.035054
19970;4.281875;11.483984
26248;5.590869;24.039589
24450;5.245569;5.156151
20715;4.439195;8.590269
24945;5.343865;20.829940
20508;4.394865;13.828679
14329;3.080455;13.797461
25561;5.463278;15.065767
27421;5.806213;20.869481
27496;5.822609;23.624686
18116;3.873080;18.597726
26631;5.660035;6.882484
18461;3.945107;5.836068
21506;4.618949;10.841841
23339;5.020213;7.869258
16598;3.560822;17.329255
17908;3.829773;9.877930
24716;5.301134;13.417736
19032;4.077057;16.627413
22490;4.838139;6.949913
22805;4.905732;17.609144
23674;5.088956;13.001023
26238;5.589984;6.764791
19478;4.172199;8.414771
24989;5.350903;4.478059
27594;5.843062;18.922464
17563;3.761234;6.049991
17697;3.790205;12.508232
19616;4.203533;20.745180
28272;5.973484;23.155888
13641;2.927287;5.496161
28478;6.012137;5.802848
19649;4.210434;12.456208
23270;5.006745;24.162712
13762;2.952664;3.678703
16551;3.552141;19.383256
26313;5.604027;6.646176
28561;6.028229;22.401001
20188;4.327060;10.121437
26644;5.662567;4.434587
25297;5.411523;11.529365
16609;3.562912;8.290570
28359;5.992164;18.852127
16530;3.547521;5.254597
22846;4.915224;16.386499
21910;4.711302;8.643427
24182;5.192539;4.886933
25621;5.473807;22.742547
16109;3.458897;19.187133
25433;5.439602;8.999975
21282;4.566778;7.272302
17038;3.652270;9.143687
20390;4.366510;19.535119
28432;6.004322;8.956178
23333;5.018893;23.439020
25678;5.484111;14.744021
16296;3.501653;11.387526
16808;3.605963;19.559316
24633;5.284844;12.565487
25785;5.505534;4.204795
18902;4.051826;14.483428
13870;2.977416;17.676922
15375;3.304215;12.823838
18058;3.859831;5.938759
22653;4.872938;23.751638
14586;3.139197;18.795053
15810;3.394378;8.838911
16050;3.445306;6.659718
19200;4.115137;8.191810
21467;4.610461;18.754944
28323;5.984117;15.314902
21102;4.521179;7.452627
25077;5.368932;8.005156
17771;3.804519;11.143294
18805;4.029482;9.998017
19085;4.091978;14.286293
20756;4.447537;17.028632
22267;4.794453;13.114660
25555;5.462669;15.874052
27428;5.808014;17.433494
18315;3.916028;12.906111
26240;5.590530;22.438062
15072;3.238099;22.953768
20025;4.295285;13.836592
22096;4.755060;24.410132
21993;4.726841;7.466423
26025;5.552498;5.277053
19281;4.131852;16.530612
22753;4.894247;12.907831
18787;4.025106;19.810888
22239;4.785185;10.051656
22536;4.850175;24.122657
27652;5.854740;23.926308
17318;3.707149;15.815328
22367;4.815626;3.689705
24942;5.343264;15.059314
27495;5.822368;21.039117
14140;3.038810;19.085489
23049;4.960329;17.392173
26867;5.704026;8.373538
13756;2.951271;4.501030
16651;3.570455;3.432278
16979;3.639605;22.499683
21996;4.728067;6.662208
26487;5.633644;7.541420
28260;5.971245;11.106490
15611;3.350232;8.451046
24181;5.192446;12.669961
27345;5.791656;4.100190
22084;4.751103;5.871678
27153;5.756275;12.789326
13538;2.905793;11.309525
27205;5.766890;21.317804
14572;3.135697;22.659595
14590;3.140241;6.723459
16830;3.608566;10.185406
20778;4.450975;4.280958
21109;4.523737;4.575287
24535;5.263942;19.954022
23949;5.147342;19.859860
25510;5.454879;19.995984
14126;3.036304;7.855835
18274;3.909305;13.770891
24548;5.266028;12.044869
19665;4.213297;20.735203
24657;5.290623;11.723382
25726;5.493528;20.050798
19896;4.267742;7.561274
27618;5.847610;14.048058
15546;3.338709;16.423702
19103;4.094884;10.037128
20139;4.317825;24.027949
21761;4.673579;9.504038
17643;3.780486;11.184102
20595;4.411230;12.904039
20808;4.458799;7.369553
21776;4.677591;8.679265
21334;4.578700;15.265110
26767;5.686033;4.239929
22667;4.875545;14.250642
17480;3.745519;13.989451
19299;4.137284;22.021202
24906;5.338415;19.578230
14804;3.186173;7.174020
16627;3.565653;15.625605
18718;4.010288;13.892212
13638;2.926994;13.178411
14176;3.046846;8.471845
22682;4.878081;12.384710
25618;5.472847;18.101673
28647;6.049183;17.665588
17281;3.700458;14.922172
24993;5.351752;12.430888
17617;3.773959;13.509100
17983;3.843780;17.776638
24668;5.292343;22.829213
22266;4.793884;13.115845
24363;5.227192;4.211168
26229;5.588615;19.752907
15137;3.252264;14.896601
18955;4.062270;22.944283
20068;4.303165;9.155522
21973;4.722700;12.445988
22848;4.915660;8.599997
24518;5.259849;8.441299
26886;5.707993;18.987631
16314;3.504258;12.901794
18485;3.951058;23.175550
19538;4.184989;6.718512
22970;4.942656;21.560276
27502;5.823675;18.618109
13966;2.997328;11.977839
14569;3.135113;17.027377
16152;3.469208;17.167525
19367;4.148719;20.385998
15640;3.356043;23.007761
19634;4.206945;23.574572
28190;5.957699;5.001260
13643;2.927852;14.706750
13950;2.994639;9.635438
17066;3.657936;6.736597
20089;4.306844;9.487162
22352;4.812183;21.315768
17899;3.828580;10.559200
24435;5.242313;18.623174
26256;5.591847;7.272542
25139;5.379825;3.824824
16478;3.536651;11.542426
14764;3.177443;11.872627
20011;4.290965;16.590655
23361;5.023709;15.244174
23382;5.026882;12.340892
27746;5.873139;20.696392
18222;3.896025;16.930722
18762;4.018606;20.199158
28337;5.987925;4.465848
20169;4.322761;7.161677
22676;4.876886;17.333476
22967;4.942102;15.813829
16664;3.574062;24.464393
17316;3.706666;21.473491
17240;3.692256;10.081773
19262;4.128611;21.262622
23651;5.082980;15.971177
27106;5.748124;16.086088
17923;3.832793;23.848696
16358;3.512617;6.188703
20361;4.360567;5.389186
21864;4.701297;14.326522
17021;3.649259;4.767373
20941;4.489903;9.535876
15670;3.364822;5.699313
16643;3.569098;21.728971
20343;4.358453;4.156880
27743;5.872859;14.171787
14937;3.210101;3.961061
22984;4.945501;8.822407
24368;5.228702;3.581162
18501;3.956285;3.527889
21899;4.708551;17.877842
26093;5.565079;14.305578
26259;5.592162;7.388493
26518;5.639371;8.487310
27385;5.799850;3.968503
18736;4.013718;10.552747
22485;4.837089;17.701723
25698;5.488164;10.135971
28175;5.952951;10.232914
28273;5.973727;23.967607
21434;4.602594;8.225751
21266;4.562904;10.517700
27513;5.826507;10.724048
27373;5.797679;13.445842
13532;2.904877;20.565819
18721;4.011100;20.303296
18763;4.018844;8.459921
21341;4.579289;22.692312
26201;5.584325;24.290769
19176;4.110778;20.303093
26447;5.627134;15.244623
27560;5.836962;4.423406
28455;6.007859;22.899701
14649;3.155592;20.761123
15612;3.350364;19.476262
18026;3.852501;5.166391
27093;5.745404;3.831411
15380;3.305537;24.081817
20352;4.359133;16.802954
26914;5.713569;4.852398
26282;5.596232;18.762274
21173;4.539325;18.216221
19720;4.226270;10.212458
22740;4.892192;16.821968
25656;5.480481;6.009291
16393;3.518411;15.736097
17591;3.768409;10.548832
25767;5.502433;6.959373
26655;5.665188;13.022735
19280;4.131524;4.297323
28815;6.083056;18.311024
27214;5.767742;21.285359
27573;5.839958;4.956741
18709;4.007567;5.334588
18831;4.036890;4.583888
21401;4.594192;6.178414
18117;3.873545;12.378796
28397;5.998064;9.533690
17696;3.789793;12.449997
26568;5.648813;20.030543
20540;4.401255;12.972411
16201;3.478621;4.357108
20203;4.329710;4.778920
22462;4.834407;12.526236
24666;5.292286;5.482323
25312;5.414075;22.972069
17026;3.650017;20.915765
18477;3.948735;10.314200
20852;4.468149;8.154802
14556;3.132302;7.256172
14843;3.195187;11.141712
14104;3.031195;5.336152
16950;3.634689;20.233853
19170;4.110074;3.780959
17605;3.771145;7.692611
19756;4.235304;8.182831
21639;4.647818;20.780734
26922;5.714281;5.603261
14174;3.046148;3.630705
18263;3.907011;24.360077
22426;4.825813;7.637339
27685;5.860961;23.229993
28171;5.952385;10.229366
13878;2.979340;13.604442
14767;3.177748;21.892646
16497;3.540453;12.363486
23909;5.137208;21.813300
13723;2.946129;21.428081
17317;3.706673;22.421138
21629;4.644142;6.874783
22923;4.932875;5.399024
25086;5.370716;19.834219
14236;3.059256;14.470711
16715;3.584294;11.045840
15978;3.428963;5.935435
20038;4.297576;22.354064
21856;4.699902;21.508951
20804;4.457991;11.212300
25554;5.462538;10.778429
27785;5.879755;21.168933
17505;3.748912;14.640021
17133;3.669433;13.198730
16944;3.634182;18.480995
18405;3.935150;20.771703
22056;4.743384;22.456865
28785;6.077340;21.395384
16568;3.555526;15.536956
21687;4.656307;19.118538
19451;4.165641;15.868113
15954;3.423396;17.743809
20493;4.392324;20.982045
26719;5.678361;6.933133
13544;2.907114;9.777385
14111;3.032313;13.239347
18459;3.944369;21.957635
19772;4.239152;19.579661
21526;4.622109;6.493784
28686;6.056880;11.681065
17065;3.657890;12.815187
20580;4.408193;22.741511
27386;5.800065;6.454156
15766;3.386472;21.568018
26954;5.719797;8.162837
15489;3.327207;12.004040
17907;3.829582;9.407495
25051;5.363597;23.283517
16224;3.483620;11.738502
16985;3.640659;15.149635
24574;5.271539;19.295241
19799;4.243398;10.011406
23310;5.013126;4.567638
14024;3.010107;22.828998
17791;3.808360;24.345524
25070;5.366983;22.168718
18650;3.992540;4.606712
23043;4.956206;17.153677
24850;5.327495;15.785997
28254;5.970311;6.511328
17503;3.748058;19.830622
20859;4.470043;22.332771
23068;4.963513;23.948562
16363;3.513239;5.152625
19831;4.252379;3.957399
21269;4.563382;9.413567
23253;5.003857;20.927765
26795;5.690775;3.778039
24703;5.299181;8.104855
15536;3.335632;14.834281
16342;3.510363;8.574756
22264;4.793617;11.786700
23899;5.135106;3.748583
22623;4.867642;19.230100
24933;5.342232;5.663799
14536;3.127901;7.245869
14567;3.134934;16.925461
14607;3.144109;8.471070
17826;3.814323;11.708798
14266;3.066012;7.281699
25309;5.413513;23.587271
16072;3.449937;23.776650
27751;5.874133;6.209428
21408;4.595156;19.881791
23695;5.092250;19.806723
25068;5.366272;22.953778
28620;6.041895;13.289632
15117;3.248832;12.432396
15627;3.353785;21.147086
15850;3.402814;12.629590
22743;4.892806;23.315663
22935;4.935176;22.576560
17337;3.710348;8.634604
20960;4.494639;12.175768
25502;5.453860;15.257630
27020;5.730859;11.405722
17778;3.806094;10.793061
13892;2.981409;21.617728
15662;3.362054;13.431794
25613;5.472038;21.443623
19484;4.173097;22.833880
18520;3.959924;11.496920
15550;3.339066;19.730357
22852;4.916402;5.381967
27932;5.909952;5.353688
21082;4.518664;15.105037
16613;3.563470;18.227789
18265;3.907564;5.174611
20732;4.443437;14.713782
15687;3.368077;4.210598
28261;5.971407;5.822567
17469;3.743292;11.137678
19361;4.147709;23.871138
20071;4.304039;22.806840
26880;5.706838;20.612613
13786;2.957959;16.293711
18715;4.009055;10.167497
22927;4.934166;11.242869
20515;4.396053;6.378961
21314;4.576201;20.324668
19663;4.213023;11.171307
14062;3.019709;19.402775
18467;3.947211;13.367060
15519;3.333122;17.500966
26951;5.718840;20.072898
15894;3.412399;14.973836
25250;5.399187;19.999250
15109;3.248106;15.527143
19266;4.129305;4.319688
13967;2.997492;7.526684
15823;3.397925;16.721356
18549;3.968479;12.769416
19229;4.121879;13.538310
21706;4.660737;21.517484
17289;3.701312;22.858564
17330;3.709583;4.139647
21676;4.653432;10.924297
19669;4.213626;19.538764
14143;3.039588;4.352884
15113;3.248680;13.142368
18576;3.976448;15.086095
19376;4.150436;13.398281
22918;4.931972;22.271806
24483;5.253390;4.270397
25216;5.393807;16.699298
22722;4.887335;8.556027
28029;5.927511;13.001883
28433;6.004773;12.611399
16671;3.575937;14.175846
18033;3.854408;13.046078
15586;3.346031;23.183969
16174;3.472930;22.059076
17059;3.657261;9.065168
21630;4.644248;17.408091
14036;3.012262;10.870388
22834;4.913273;7.779097
25037;5.361244;12.668312
15597;3.347629;20.509430
21432;4.601283;9.204821
24510;5.257390;7.055512
16695;3.580300;6.417691
18855;4.042356;4.464284
27310;5.785548;15.463474
20731;4.443364;7.085802
23077;4.965489;9.517653
14631;3.150261;12.859670
15064;3.235666;15.590418
16859;3.616118;23.211069
17746;3.800087;16.962506
24456;5.247125;20.880184
22916;4.931653;7.404185
26986;5.725896;4.504831
23457;5.042076;7.424031
25890;5.526818;17.114692
19860;4.258905;8.892357
17995;3.846182;8.447752
18551;3.970282;14.186880
18634;3.988808;13.975045
19636;4.207943;4.819855
23162;4.983301;13.690797
25209;5.392907;5.821793
17149;3.672711;11.731671
20936;4.489076;5.794604
21335;4.578787;11.499368
14384;3.092594;6.195490
18620;3.984288;23.628097
24820;5.320748;20.134596
17413;3.731216;16.022059
15628;3.353899;3.856869
16246;3.489493;15.232547
21542;4.625482;14.302022
23239;5.000436;10.390773
20447;4.380822;9.771325
14352;3.084763;3.997183
16738;3.588687;11.396758
15189;3.262796;21.165141
20014;4.292301;7.947048
20268;4.344790;6.130798
19112;4.098024;10.973254
27989;5.919529;7.407063
22557;4.854115;24.290786
17658;3.782244;9.530385
17779;3.806220;8.580379
25572;5.465391;23.293059
17215;3.687358;10.657284
20830;4.464137;10.020904
23601;5.074583;7.830282
14910;3.206914;16.516735
20952;4.492413;13.894709
22886;4.922802;15.196856
23980;5.154058;11.493216
13954;2.995250;8.907365
20782;4.451659;18.210267
22947;4.937276;21.572348
28728;6.068262;21.494138
28169;5.952209;20.977453
18091;3.866890;19.596858
21251;4.559180;18.016722
22913;4.930598;15.040278
20181;4.326028;21.065143
27316;5.786987;14.488322
15882;3.409578;22.040317
16304;3.503213;14.252724
15100;3.246447;20.341352
15552;3.339236;23.689288
14334;3.080620;8.113607
27211;5.767397;5.100701
14378;3.091744;20.902374
16077;3.450894;18.756554
17043;3.653667;21.843252
27263;5.779040;11.050417
14021;3.008751;18.004974
13787;2.958084;7.778027
13921;2.988998;12.002893
23344;5.021284;4.110284
14477;3.113944;5.650040
16322;3.506797;11.336442
22118;4.760080;21.460523
26451;5.627413;21.142549
22475;4.835966;10.604856
23542;5.062667;6.640319
13533;2.904987;15.495463
15267;3.282498;23.126759
20789;4.454847;22.996337
27004;5.728397;4.004256
19464;4.168051;24.114903
20371;4.362595;13.584932
23588;5.072598;8.205173
26475;5.631476;15.915894
15083;3.242224;12.656933
17000;3.644645;22.659612
28195;5.958187;23.148289
24807;5.318358;10.533499
20740;4.444154;14.220608
20481;4.389621;10.820164
21107;4.523348;7.814910
13526;2.903484;5.048317
17309;3.705263;19.700254
24789;5.314701;13.567175
13682;2.937237;4.048439
16674;3.576373;18.873872
20174;4.324601;11.966178
13611;2.923111;10.457306
21295;4.568963;5.568616
25514;5.456260;17.269591
18490;3.953135;21.323550
17340;3.711432;21.281657
17862;3.822708;24.380956
19821;4.250258;10.748136
19857;4.257520;4.009380
20780;4.451350;18.207537
23303;5.011840;10.913428
13810;2.963257;14.070043
14950;3.211958;3.464827
17426;3.733355;14.620438
21359;4.582948;16.994686
23597;5.074052;12.165033
16116;3.460443;7.750471
17421;3.732422;18.896135
18730;4.012373;15.475283
13654;2.930138;18.331640
16469;3.535062;16.728003
28696;6.058964;8.589571
17058;3.657153;16.536685
14591;3.140321;10.795874
16639;3.568697;24.344449
15365;3.301794;4.969426
21340;4.579251;8.487567
19436;4.162134;24.072946
19549;4.186963;18.379925
19960;4.280191;16.214385
21881;4.704084;22.956926
19054;4.082368;20.856480
19373;4.150013;4.991099
23607;5.076153;15.404105
25965;5.539453;19.122437
16961;3.636371;19.360414
20253;4.340165;12.397030
21954;4.718472;9.620433
