HIP;RA_J2000;DE_J2000
23847;5.126832;15.968104
26690;5.671711;15.350331
15993;3.433711;8.269976
18749;4.016221;7.850249
24403;5.234929;21.223689
14971;3.216682;17.132225
14129;3.037107;23.427728
19125;4.100159;4.694114
21980;4.725153;12.334457
22042;4.739663;21.657577
14500;3.121528;16.077517
17610;3.772375;16.374132
20522;4.397729;9.460968
19749;4.233550;5.924567
16541;3.550041;6.643017
24861;5.329681;17.779790
25806;5.512041;22.462255
15054;3.233465;10.453345
19495;4.176581;5.614910
18976;4.066125;21.070912
19664;4.213176;10.607032
25846;5.517564;6.460636
18304;3.913535;17.607577
23279;5.009039;3.614792
15214;3.268790;7.081866
21682;4.654299;7.028990
26617;5.657621;3.950742
18778;4.022600;9.333738
28534;6.022464;18.961277
17692;3.789158;23.803347
16488;3.538703;4.650128
27926;5.909331;22.956176
22291;4.800572;22.169839
18368;3.927156;9.929020
26925;5.714909;18.980361
16122;3.461139;4.989303
19685;4.216875;9.128638
17851;3.819782;24.136712
19615;4.203149;21.535805
16423;3.524540;21.821909
26879;5.706750;18.687347
27076;5.741831;4.339179
22208;4.776044;14.531678
22734;4.891020;9.491189
15443;3.318094;3.608561
23897;5.134936;15.855240
26615;5.657485;3.416444
15341;3.297155;22.832191
17670;3.784327;8.954889
23351;5.022055;14.204345
14606;3.143989;12.378233
17325;3.708297;20.149990
22838;4.913718;22.146487
17847;3.819373;24.053415
17900;3.828758;23.711855
18158;3.882083;14.382625
18346;3.922069;23.360397
17348;3.712754;7.902952
14909;3.206905;15.042630
18059;3.860173;22.031355
18643;3.990526;18.662698
24511;5.257541;13.378355
13923;2.989573;6.652102
16271;3.496428;18.738374
18431;3.941145;23.150273
20810;4.458986;15.365354
26480;5.632108;7.248739
23632;5.080571;18.253932
17354;3.714472;11.960406
24602;5.277049;21.232459
16193;3.476761;11.390529
18244;3.902087;21.135029
21348;4.580603;22.890445
26387;5.617974;20.359449
20822;4.461812;5.615218
27450;5.812426;18.243179
17873;3.824168;11.144368
16255;3.491162;9.690803
14746;3.173766;4.258175
16401;3.520403;19.783518
17531;3.753471;24.467278
15922;3.417943;10.976461
16176;3.472991;16.081299
18146;3.879819;9.978739
18864;4.044032;15.062026
19740;4.232329;9.263824
20151;4.319757;7.688657
17499;3.747927;24.113339
18550;3.968674;5.581287
26705;5.675282;5.008137
18176;3.887194;15.584820
18724;4.011338;12.490347
22012;4.731548;12.685600
13871;2.977501;15.154514
15923;3.418574;7.393446
18502;3.956601;21.553663
27997;5.921060;12.895322
17044;3.653743;24.466521
17668;3.783826;8.664748
24555;5.267815;11.341354
28834;6.086337;15.449105
17185;3.680355;6.104565
17702;3.791410;24.105137
19193;4.113283;4.888301
14298;3.072285;11.136141
17512;3.749703;8.319569
23961;5.150265;6.904556
26183;5.581804;18.122631
16241;3.488774;16.198359
20985;4.500636;10.262214
23451;5.040955;7.461023
24714;5.300970;3.691766
20318;4.352466;10.537737
24615;5.279852;19.302284
23057;4.962067;7.310876
21205;4.548882;12.584591
18297;3.912644;9.177580
26930;5.716132;14.178501
17232;3.690505;14.888624
23579;5.069334;19.094629
26596;5.653165;9.920554
15169;3.258736;4.043939
21604;4.637731;20.684722
24998;5.353324;11.109357
16369;3.514550;12.936678
16572;3.555887;13.782416
17704;3.791515;24.288344
17573;3.763780;24.367749
25652;5.479942;23.957988
17608;3.772104;23.948358
22105;4.757727;19.348866
23085;4.968476;13.034872
26853;5.701107;22.660325
18732;4.012539;5.115339
19736;4.230510;12.753701
26418;5.622676;7.668903
15668;3.364243;11.309447
19847;4.254838;18.625422
21873;4.702707;15.969878
20994;4.502223;20.876599
21549;4.627033;4.982790
16511;3.543319;9.373438
24537;5.264575;3.748821
21155;4.535305;5.625655
17225;3.689713;23.486938
16689;3.578571;6.843291
13530;2.904225;13.331008
13510;2.900032;4.448303
19271;4.130860;5.692708
20597;4.411671;10.046659
13543;2.906975;9.772817
20845;4.467488;10.072161
24693;5.296140;13.639929
19036;4.077664;17.517598
19358;4.147084;17.291657
25033;5.360810;10.327105
27116;5.750358;12.888332
17408;3.729781;19.665032
21751;4.670197;16.398650
22548;4.853292;9.916300
15928;3.419610;12.485374
21194;4.544290;12.216408
26555;5.646616;8.038314
24249;5.205664;11.362924
26126;5.571326;3.766895
19284;4.133171;17.339897
21735;4.667616;12.197609
13940;2.993051;5.685513
14821;3.189422;13.047845
25790;5.507268;15.360449
13687;2.938192;5.998688
17401;3.728204;23.649150
19586;4.197592;24.430797
26157;5.576438;17.140369
16440;3.528454;23.649545
17142;3.671022;7.585276
14716;3.168486;9.816286
21684;4.654872;11.265070
19072;4.087606;23.797222
14929;3.209142;18.943572
16095;3.455188;12.735289
15110;3.248360;21.044441
27347;5.792374;15.714408
25848;5.517885;23.209660
25975;5.543249;15.958177
22306;4.804350;23.763226
17776;3.805782;23.421250
18504;3.957022;12.962699
19187;4.112298;17.663433
22893;4.923966;10.208272
17572;3.763560;23.147149
17595;3.769267;6.803521
18544;3.967137;20.676803
24591;5.275070;14.146877
27377;5.798577;7.960401
18220;3.895928;13.505013
17916;3.831278;4.091464
17489;3.746727;24.289470
17497;3.747566;23.268923
18528;3.962385;5.738782
23227;4.998103;16.829417
15153;3.255201;14.303084
27549;5.834079;9.871218
19420;4.159164;17.499374
17999;3.847896;23.961470
17694;3.789694;22.922122
21332;4.578391;17.748186
21453;4.606880;13.122642
19411;4.157562;6.725050
21246;4.558023;24.279311
22708;4.883108;11.263688
14702;3.165664;6.704822
28663;6.052401;14.365110
17091;3.661438;23.290875
16753;3.592138;22.823588
23621;5.078279;14.859030
20136;4.316997;21.299337
21868;4.701625;23.060170
17511;3.749701;22.032454
17837;3.816723;21.342187
13932;2.991862;6.339655
27266;5.779381;20.173559
23938;5.144234;13.966369
17714;3.793972;14.086887
19617;4.203574;14.932448
24093;5.175841;5.314955
24104;5.177769;15.279484
17481;3.745793;20.748003
15960;3.424158;8.427144
17892;3.827272;22.533483
14554;3.131174;23.687926
25638;5.476326;13.678979
17921;3.831965;22.244151
24197;5.194879;16.045673
25666;5.481720;9.443546
28355;5.991416;22.580769
16155;3.469707;4.152090
20281;4.346966;9.224818
25274;5.405324;22.305634
14439;3.106579;13.187250
16504;3.540875;10.738183
17944;3.837005;16.000352
15737;3.379234;20.742069
24010;5.161654;15.597232
18266;3.907731;21.389759
25286;5.409199;9.170894
24477;5.252927;8.432380
24007;5.159632;24.325306
24030;5.165822;5.557429
24234;5.203220;24.279177
20186;4.326863;21.773491
18449;3.943361;6.710560
23139;4.979140;17.987082
25419;5.437230;16.698295
13579;2.915333;17.734755
19975;4.283673;19.675685
22801;4.904703;23.982916
26161;5.577340;6.126870
27581;5.841363;14.305608
19825;4.250850;7.414266
24533;5.263694;18.638190
17238;3.691569;13.523372
24609;5.278466;17.019998
28537;6.024462;23.140978
15288;3.287563;10.142176
26680;5.669923;10.252689
14751;3.174373;15.990505
21090;4.519703;14.689795
20457;4.383032;9.403180
28139;5.947070;11.521058
19763;4.237490;18.894007
24315;5.217616;24.396917
26625;5.659043;12.003876
25453;5.444119;6.868658
13974;3.000169;7.102449
16813;3.606762;20.067612
27924;5.908963;11.763200
15206;3.267535;11.628448
15870;3.407255;20.803489
19427;4.160582;11.467403
22729;4.889457;24.177362
19718;4.225347;8.890289
20273;4.345557;8.408993
22176;4.771341;18.734693
22458;4.832270;9.489567
15253;3.279355;5.019476
23492;5.050445;12.059408
16374;3.515583;18.799418
13813;2.963479;7.019396
19093;4.093544;19.955018
27280;5.781149;9.522343
22851;4.916312;11.942195
23977;5.153490;11.495265
18595;3.978901;17.119018
18692;4.004626;14.305905
13913;2.986221;19.989837
25483;5.449999;7.170285
16532;3.548234;15.549809
21477;4.611935;3.514205
20705;4.435784;6.054536
16748;3.591141;14.174846
22013;4.731667;22.944410
20785;4.452053;20.990885
16399;3.519284;13.575851
21321;4.576891;6.523676
22063;4.745762;14.626802
14600;3.141081;7.643021
20104;4.309605;5.717944
26159;5.576831;21.622263
16359;3.512622;14.296161
13914;2.986868;21.340429
25694;5.487666;21.315895
18096;3.868058;18.134833
21442;4.604889;21.689208
17552;3.758885;21.246693
19388;4.152769;19.609217
15619;3.351890;3.675620
18887;4.049420;8.140066
23423;5.034012;16.190695
27828;5.888610;22.072150
21863;4.701139;24.010764
23807;5.117064;16.827424
28348;5.990138;17.814760
17878;3.824380;12.912177
25813;5.513070;5.948139
13603;2.921737;8.137661
19696;4.219711;16.766833
21226;4.552743;4.970118
22773;4.898789;15.931696
14715;3.168485;21.747143
19641;4.208710;17.277460
18833;4.037577;22.422309
13757;2.951476;7.653436
25245;5.398301;11.083591
21953;4.718430;20.629998
22347;4.811465;16.634276
24116;5.179870;20.569175
22751;4.894090;23.020273
20319;4.352837;6.103544
24665;5.292160;24.009677
13593;2.918936;3.486877
14054;3.016051;5.287937
22712;4.883624;11.267253
16896;3.622969;18.596885
18806;4.029517;13.837334
24031;5.166176;8.173151
15279;3.285834;6.799888
15633;3.355020;10.629790
17148;3.672656;21.405740
14132;3.037661;18.329183
17763;3.802942;21.329068
20369;4.361813;19.468545
24730;5.303103;9.216458
27511;5.825814;12.651324
22828;4.912437;4.773520
18909;4.052830;18.668745
19575;4.194469;5.323054
15134;3.252127;16.303396
21078;4.517800;6.791328
19449;4.165046;4.323643
22684;4.878335;20.000608
26646;5.663104;10.339170
20171;4.323916;21.142307
15427;3.313965;4.209599
22157;4.767150;11.705591
24298;5.214285;18.154921
26828;5.696320;22.870352
14098;3.030720;16.518033
23810;5.117311;16.820465
24971;5.348118;9.724651
20410;4.370338;4.337138
15961;3.425265;17.142616
19175;4.110386;19.152915
20150;4.319180;13.720609
26936;5.716403;5.498130
24527;5.262030;12.879306
14908;3.206874;22.880583
17332;3.709741;6.986693
21306;4.573879;12.734210
18856;4.042453;6.631134
25073;5.368327;7.089633
15904;3.413989;12.256581
23854;5.127365;23.278609
25814;5.513174;8.398879
20041;4.298208;17.399308
18174;3.886999;7.770497
21882;4.704170;9.633820
27933;5.910181;11.485473
19797;4.243199;22.351182
18618;3.983422;9.781687
19946;4.277962;3.698898
20197;4.329060;14.273670
14640;3.152925;7.460419
13748;2.949635;10.480956
13982;3.001430;10.656014
16991;3.642210;13.605963
23795;5.112720;6.421652
27431;5.808563;7.551313
19818;4.249817;5.177635
14228;3.057824;6.226691
23710;5.097051;13.286057
14261;3.065215;5.242236
17174;3.678055;18.100595
20472;4.388013;11.377922
23486;5.048746;5.188311
18481;3.950477;6.039967
22446;4.830008;23.395758
19961;4.280235;5.618486
22362;4.814200;5.544464
25205;5.391963;5.323086
26231;5.589014;13.284402
21257;4.560580;16.323339
16150;3.469013;17.162702
17453;3.741168;20.928737
25336;5.418851;6.349702
17832;3.815817;23.857135
16158;3.470287;7.302220
28312;5.982526;18.979864
21395;4.592756;12.100483
24124;5.181234;6.274419
16924;3.629953;15.430552
24142;5.184962;17.399233
22833;4.913027;11.426006
22942;4.936400;13.975413
25717;5.490907;13.427551
13855;2.973270;19.229284
23896;5.134718;7.898403
17589;3.767997;21.998472
16479;3.536678;3.876859
24663;5.291987;20.131842
16008;3.435769;12.481788
26729;5.679543;9.265445
28182;5.954535;12.179269
15368;3.302132;8.044260
23701;5.094549;6.465177
24283;5.211669;23.893266
14152;3.040947;22.373501
14676;3.160096;5.202880
18555;3.970962;7.605288
16663;3.574037;6.038027
15661;3.361629;10.829897
14048;3.014851;15.031170
19120;4.098709;15.498995
26129;5.571554;11.988899
18761;4.018552;4.541141
22889;4.922976;5.636393
26027;5.552543;15.943719
21503;4.618570;22.284253
26676;5.669370;12.178103
16136;3.465362;18.882333
16181;3.474046;22.804006
19082;4.090464;19.442162
19217;4.119092;10.799686
16891;3.622412;15.095407
22850;4.916212;19.485388
16083;3.452820;9.732680
17049;3.654737;13.891495
28159;5.950494;15.741365
15362;3.301260;6.484326
22972;4.943263;23.295700
24059;5.169558;13.548369
14135;3.037992;4.089734
22782;4.900847;17.026825
21091;4.519743;11.244391
28671;6.054128;19.360743
17803;3.810796;21.056622
17830;3.815609;16.459486
20601;4.412007;4.699946
18625;3.985951;22.988234
21138;4.531242;15.499484
15565;3.342696;12.346597
24728;5.302943;5.994801
14075;3.022969;6.249124
15249;3.278508;15.657229
22021;4.734367;12.991348
17235;3.691188;12.607919
20769;4.450173;19.117651
20794;4.456169;7.062489
15683;3.367310;17.239970
26328;5.607329;21.993108
16930;3.631241;5.641320
21403;4.594446;19.968821
15900;3.413554;9.028870
19971;4.281944;4.542699
25966;5.539695;14.875156
15412;3.311460;18.472875
16824;3.608002;23.797292
22253;4.790608;23.050919
20482;4.389681;19.658676
24822;5.321278;22.096494
22792;4.903594;23.998804
14992;3.220449;3.821107
19147;4.103625;8.502886
21741;4.668290;23.304547
25435;5.439741;3.856596
18347;3.922546;19.380886
13589;2.918026;21.595149
24289;5.212581;4.321089
18719;4.010983;20.380424
17722;3.795276;10.500686
16739;3.588669;5.725289
17684;3.788095;23.726751
23277;5.008246;5.098969
14997;3.221875;11.553611
25589;5.469234;16.439017
15453;3.321674;11.455934
13801;2.961878;23.962381
27820;5.886833;11.814226
24480;5.253224;20.056090
19757;4.235587;9.406708
28188;5.957175;21.980851
23662;5.085148;6.130226
16723;3.586155;5.714012
17032;3.651238;9.652843
19157;4.106361;14.402211
21672;4.652400;13.002983
23312;5.013579;4.733114
20877;4.473992;16.359672
22509;4.843534;8.900176
23879;5.131359;8.498429
23789;5.111965;14.084778
18700;4.006219;10.787605
19532;4.184604;8.539482
22938;4.935825;7.904696
16760;3.594157;12.039623
22566;4.856449;15.433467
16548;3.551474;4.958113
22565;4.856240;18.839861
18843;4.040634;15.133955
20827;4.463066;14.417748
26604;5.654775;10.259854
18609;3.982077;16.903445
26761;5.684849;24.350258
27641;5.850906;11.498891
13631;2.925640;18.773795
26100;5.566664;15.584546
25034;5.360862;15.847070
20366;4.361575;10.771671
15394;3.307538;15.177348
14721;3.169418;18.345566
21179;4.540459;13.113232
21703;4.660140;13.123099
25586;5.468329;22.930460
24180;5.191947;5.703210
26689;5.671563;16.392820
25677;5.483924;10.249279
21912;4.712184;16.513685
13977;3.000855;9.178807
19038;4.078254;22.081926
15074;3.238277;9.130905
19789;4.241783;22.451865
16538;3.549315;16.598428
20087;4.306445;21.579297
24923;5.340395;11.609818
23155;4.981582;10.554700
22616;4.865884;9.872702
15278;3.285144;24.035150
20873;4.473167;14.740974
21918;4.713565;12.209765
23498;5.052127;13.730669
25082;5.369780;5.395305
23983;5.155456;9.829579
24660;5.291872;14.514041
19257;4.127623;9.494036
26382;5.617704;17.040324
22826;4.912126;12.352201
26651;5.664304;24.225465
27878;5.899652;12.419437
25860;5.520494;15.773451
28428;6.003829;4.835526
24177;5.191594;10.121019
20567;4.406187;17.078951
23750;5.104997;17.816414
17305;3.704422;22.786456
23871;5.130111;20.418379
13600;2.921190;17.891710
14810;3.187286;21.097359
21475;4.611470;11.912362
22654;4.873203;18.996917
24883;5.334335;13.544989
14803;3.186201;9.196367
20397;4.366930;12.509087
20419;4.373803;11.305714
15381;3.305551;18.171623
14974;3.217248;20.729908
21926;4.714519;18.144884
22957;4.939521;13.514466
22350;4.811701;21.100987
22524;4.846818;16.210455
26864;5.703647;7.401999
14175;3.046267;12.354023
20563;4.404706;18.002914
14807;3.186760;22.422992
22203;4.775108;15.472050
14838;3.193824;19.726677
21670;4.651710;7.870976
20357;4.359665;14.409789
21112;4.524819;13.903469
19870;4.261788;20.819794
19934;4.275966;21.907469
21788;4.680297;23.809625
20349;4.358791;21.039877
20086;4.306109;17.421641
23069;4.963751;14.002186
22422;4.825590;15.888748
19263;4.128667;16.518789
15572;3.343612;9.033552
22688;4.879192;14.623128
27118;5.750498;4.008111
13674;2.935377;7.922539
19098;4.094354;17.937707
22265;4.793769;18.258721
20350;4.358964;18.417582
21008;4.504992;19.840576
25195;5.390704;16.981491
20082;4.305354;16.088341
23497;5.051596;21.589962
21961;4.720488;24.088920
16405;3.520951;20.768072
20491;4.391778;24.405402
20890;4.477004;19.740685
20187;4.326909;12.624322
22550;4.853482;11.068026
15304;3.290663;7.655808
14809;3.187178;22.415865
20901;4.480601;13.047602
20614;4.415869;19.042013
17472;3.744322;10.177943
14711;3.167813;12.996819
21683;4.654584;15.917977
27802;5.883271;15.170896
25127;5.378534;13.229082
20916;4.483270;16.159092
20480;4.389536;21.379095
20885;4.476249;15.962181
20577;4.407868;16.886166
22044;4.740508;11.146137
20679;4.429878;18.017272
21654;4.649254;14.105579
20842;4.466884;21.619907
20713;4.439095;15.618265
20616;4.416757;11.977924
26444;5.626968;6.112006
20889;4.476944;19.180432
21261;4.561647;19.014032
20711;4.438462;22.813583
19796;4.242873;10.701388
20485;4.390356;15.763113
20899;4.480082;17.285464
21946;4.717064;18.711645
20255;4.340308;18.742608
20205;4.329890;15.627642
20484;4.390295;16.777260
20826;4.462799;11.736420
20261;4.343420;15.095453
20492;4.392314;14.670478
20146;4.318891;17.524749
25523;5.458341;18.845588
19261;4.128329;15.162788
20635;4.422824;22.293874
20455;4.382248;17.542514
20850;4.467899;13.867942
14705;3.166575;15.373237
21308;4.575055;10.016420
24336;5.223622;3.687102
17962;3.840269;17.246506
22380;4.817645;18.641239
21273;4.564144;14.844424
24021;5.162754;7.181589
20019;4.294150;16.947859
18433;3.941313;22.674394
19148;4.104480;15.698120
20741;4.444478;16.746899
20440;4.378936;15.056091
20661;4.427033;15.941010
21983;4.725484;11.166713
21673;4.652560;15.799846
28614;6.039722;9.647277
17960;3.839713;17.476366
20712;4.438472;21.470434
24558;5.269158;16.942417
20948;4.491764;17.863163
16329;3.508452;20.103263
15310;3.292439;7.690152
28734;6.068671;23.263341
21402;4.594239;10.160790
19793;4.242310;23.574945
26018;5.551926;20.035561
20719;4.440169;16.853322
21589;4.635962;12.510838
20284;4.347978;13.864427
21099;4.521026;20.133164
20762;4.448428;13.138172
20815;4.459969;15.589188
20056;4.300511;18.256805
21036;4.510379;13.724402
20400;4.367644;14.077198
20894;4.477706;15.870883
19781;4.240458;14.625035
21588;4.635957;16.033291
18735;4.013546;18.194000
20693;4.432594;5.150145
20648;4.424829;17.927910
19786;4.240904;12.435324
24681;5.294716;7.353343
16788;3.600883;16.467408
20553;4.403460;14.758207
21137;4.531044;15.851560
20237;4.336935;19.233480
18471;3.947799;22.477971
20219;4.332696;14.035201
20542;4.401600;17.444130
22177;4.771887;3.636336
13679;2.937158;8.381563
19877;4.262857;15.400695
21029;4.509342;16.194014
21039;4.510803;15.691879
20527;4.398448;14.052113
21459;4.608094;23.340855
21637;4.647581;23.149971
20641;4.423615;22.199998
15401;3.309778;10.312375
19808;4.247759;13.054953
18893;4.049864;9.208489
16529;3.547244;23.692185
21267;4.562956;13.251883
20995;4.502388;15.637841
16786;3.600095;8.760196
21066;4.515881;10.751768
22496;4.839981;17.202665
21474;4.611312;15.869329
20751;4.446738;10.871070
13678;2.936663;13.913012
18946;4.060844;19.455010
20686;4.431035;18.864063
21380;4.588119;23.045169
23214;4.995645;15.916734
21152;4.534669;5.410035
21317;4.576475;15.504620
19504;4.178435;18.423253
21923;4.714363;18.720433
20935;4.489043;17.544935
20215;4.331905;16.522588
26664;5.667147;6.060579
23287;5.009426;3.615749
24292;5.213321;16.307066
21123;4.526973;17.709777
14211;3.053805;22.369838
22067;4.746714;5.289432
20130;4.316104;19.906701
21543;4.625550;15.146454
15724;3.375715;17.725354
16641;3.568994;17.832828
19207;4.117007;15.335032
28122;5.943642;10.551743
22505;4.842727;15.083454
21762;4.673742;16.513660
19481;4.172700;12.077616
22607;4.863886;13.655155
21723;4.664159;12.728474
17766;3.803295;7.146240
21280;4.566261;15.163621
21186;4.541790;4.139537
20834;4.464704;24.444788
22224;4.780404;17.748324
18170;3.886124;17.327083
18327;3.918473;16.998476
20951;4.492113;17.893182
21053;4.512999;16.148696
16144;3.467312;22.023077
23396;5.028951;20.829845
20605;4.413349;15.874718
14614;3.145640;15.334827
20557;4.404049;21.736244
15062;3.234664;18.303813
15374;3.304194;9.245150
28813;6.082843;14.388435
18253;3.904445;8.558670
15875;3.407948;6.985016
20978;4.499369;16.672840
18018;3.850865;23.903655
15020;3.226809;7.708675
19316;4.140740;12.191840
21256;4.560328;21.150854
28135;5.946753;10.479253
16908;3.626382;21.343174
18907;4.052606;5.989305
18658;3.994582;10.330402
20084;4.305758;20.360547
21158;4.535530;21.632358
28736;6.066376;23.007963
13750;2.950176;10.162040
19554;4.188967;5.523047
23443;5.038974;13.910240
22221;4.779327;9.017420
18322;3.917066;12.485588
19912;4.271826;8.719430
26807;5.692887;15.213699
17928;3.834295;22.591635
20441;4.379106;16.791040
19719;4.225862;7.716045
22845;4.914924;10.150833
17076;3.659333;18.384913
19591;4.198951;23.636326
18531;3.963138;22.924395
22919;4.932189;4.670427
18975;4.065723;8.197269
19767;4.238415;12.348101
25873;5.523207;12.556091
22906;4.928241;20.002151
26366;5.615108;9.290673
13702;2.940599;18.023119
20745;4.445229;12.686578
21132;4.529901;14.154105
17794;3.809149;15.201997
23286;5.009388;14.383810
20012;4.291100;23.468456
19911;4.271248;7.159467
19117;4.098447;11.966169
14230;3.057960;23.061480
21436;4.603877;21.536545
16560;3.553686;7.452864
19441;4.163708;9.305498
19472;4.170571;17.368432
26381;5.617357;20.730788
19981;4.285243;22.673317
17936;3.835802;6.620688
14023;3.010027;5.986063
19862;4.259356;15.706260
19325;4.141915;12.337902
23418;5.032999;9.983116
13834;2.968117;20.668733
24301;5.214843;19.722168
28494;6.014992;21.020992
14258;3.064115;6.133298
19834;4.252892;14.398470
22349;4.811705;18.709430
24069;5.171682;9.502056
15563;3.341443;8.454444
25662;5.481008;12.550823
24205;5.196236;4.403539
19990;4.287684;20.578591
23431;5.036064;14.081564
21710;4.661836;9.872073
23852;5.127309;9.471780
28066;5.934287;13.924912
14729;3.170877;12.050509
22715;4.884648;22.235170
18097;3.868222;22.671628
21272;4.563999;5.385019
13601;2.921502;16.309189
17336;3.710246;17.293495
17207;3.686256;3.611378
16445;3.529761;14.321593
23786;5.111727;14.446235
13976;3.000781;7.749752
27111;5.749108;9.242081
15099;3.246452;8.980792
17496;3.747535;11.920000
26844;5.699685;15.337223
19859;4.258000;6.186858
19855;4.257163;6.199651
18267;3.907787;16.616054
21421;4.598677;16.509301
15844;3.401800;23.785027
25716;5.490838;15.577293
14731;3.170964;5.908771
17414;3.731267;16.672020
19076;4.088961;22.008905
17405;3.729236;16.667261
23835;5.124168;18.645052
25278;5.407073;17.383534
25220;5.393995;17.324119
21818;4.688571;20.901512
25953;5.537405;9.820807
24284;5.211729;19.665650
22627;4.868258;6.476539
21000;4.503495;5.298818
20917;4.483368;21.922702
26335;5.608609;11.327866
21932;4.715494;18.958171
25578;5.466709;9.643928
27913;5.906384;20.276175
22449;4.830670;6.961276
26857;5.702574;12.489337
